평균기온(℃),최고기온(℃),최저기온(℃),평균습도(%rh),강수량(mm),평균풍속(m/s),최대풍속(m/s),최대풍속풍향(deg),오 존,이산화질소,일산화탄소,아황산가스
18.0,25.2,11.6,41.3,0.0,3.0,6.5,230.0,0.039,0.032,0.4,0.006
18.6,25.2,11.7,40.4,0.0,2.2,5.1,270.0,0.049,0.027,0.4,0.008
17.7,22.2,13.7,53.9,0.0,3.2,7.6,230.0,0.027,0.044,0.5,0.007
14.8,16.2,13.0,88.9,1.0,3.6,5.9,250.0,0.037,0.022,0.4,0.005
16.3,21.9,10.6,60.0,0.0,3.1,5.6,270.0,0.031,0.022,0.3,0.005
18.7,26.0,12.6,50.1,0.0,3.7,7.2,230.0,0.039,0.028,0.4,0.007
20.0,27.2,13.7,45.3,0.0,2.9,6.7,230.0,0.041,0.035,0.4,0.009
20.6,28.3,13.6,38.5,0.0,2.5,6.1,250.0,0.034,0.04,0.4,0.008
21.0,28.5,14.0,37.3,0.0,2.4,5.4,250.0,0.037,0.03,0.3,0.007
20.8,28.7,14.4,53.1,0.0,2.7,5.6,230.0,0.035,0.027,0.3,0.009
21.5,30.3,14.1,48.9,0.0,2.7,6.3,270.0,0.029,0.035,0.3,0.007
23.2,31.5,14.4,32.9,0.0,2.0,4.7,270.0,0.027,0.046,0.4,0.007
24.3,32.2,16.7,27.1,0.0,2.2,6.6,270.0,0.031,0.056,0.4,0.007
23.8,29.8,18.5,36.8,0.0,2.5,5.5,290.0,0.029,0.042,0.3,0.01
19.8,23.2,17.0,71.0,0.4,2.9,4.8,270.0,0.02,0.031,0.3,0.007
22.1,30.4,15.3,52.8,0.0,2.2,5.5,270.0,0.04,0.024,0.4,0.007
21.7,28.5,15.8,44.6,0.0,2.6,6.8,230.0,0.04,0.028,0.3,0.008
23.1,29.8,18.1,46.9,0.0,2.7,6.3,250.0,0.039,0.032,0.3,0.007
23.3,29.4,17.1,33.3,0.0,3.8,7.5,290.0,0.036,0.017,0.2,0.005
24.2,31.5,17.1,28.9,0.0,2.6,6.6,250.0,0.04,0.037,0.4,0.007
19.1,22.0,17.5,58.8,1.0,1.7,5.0,230.0,0.034,0.035,0.4,0.007
22.4,28.9,16.4,50.4,0.0,2.3,5.2,230.0,0.045,0.025,0.3,0.006
23.4,31.5,18.7,46.8,0.0,2.3,7.6,270.0,0.053,0.016,0.3,0.006
22.4,27.8,18.2,54.9,0.0,2.3,5.5,290.0,0.04,0.023,0.3,0.007
22.2,28.1,18.8,66.3,0.0,2.9,6.1,250.0,0.034,0.021,0.3,0.006
25.3,34.9,17.6,54.3,0.0,2.2,5.7,270.0,0.034,0.037,0.4,0.006
24.6,30.2,20.7,59.6,7.5,2.8,5.4,140.0,0.032,0.029,0.3,0.006
23.6,29.9,19.4,63.1,0.5,3.8,7.8,250.0,0.045,0.02,0.3,0.006
24.7,30.9,20.1,61.9,0.5,3.2,6.1,230.0,0.051,0.021,0.4,0.006
22.8,27.7,17.8,70.3,15.5,2.7,7.3,290.0,0.049,0.017,0.3,0.005
24.2,30.6,19.6,65.6,0.0,2.2,6.0,270.0,0.042,0.026,0.3,0.005
25.0,30.9,20.0,65.9,0.0,2.4,5.4,270.0,0.029,0.038,0.5,0.007
23.4,30.8,20.2,72.8,9.5,2.6,6.7,250.0,0.029,0.039,0.5,0.007
24.8,31.3,19.6,59.4,3.0,2.7,5.1,70.0,0.039,0.025,0.3,0.005
24.5,29.9,20.0,57.8,0.0,2.9,5.2,70.0,0.043,0.021,0.3,0.005
19.6,22.6,17.0,91.0,44.5,1.8,5.3,270.0,0.023,0.034,0.4,0.006
22.4,29.6,15.6,69.1,0.0,2.0,5.1,270.0,0.033,0.022,0.3,0.005
24.0,29.1,19.4,60.4,0.0,2.4,5.6,270.0,0.032,0.032,0.4,0.008
24.7,31.0,19.7,64.1,0.0,2.3,5.0,250.0,0.042,0.027,0.3,0.007
25.7,30.6,21.1,58.3,0.0,2.5,5.7,270.0,0.034,0.038,0.4,0.007
24.8,29.1,21.0,65.1,2.0,2.1,3.6,140.0,0.031,0.032,0.4,0.006
21.0,25.3,18.0,75.8,12.5,3.3,5.6,50.0,0.033,0.017,0.2,0.005
25.2,31.1,19.2,55.3,0.0,2.2,4.5,50.0,0.037,0.019,0.2,0.005
25.4,31.1,21.0,61.8,0.0,2.6,6.1,230.0,0.035,0.022,0.3,0.007
25.7,30.6,21.2,61.8,0.0,2.8,5.4,250.0,0.031,0.024,0.3,0.007
24.4,29.2,21.9,70.0,2.5,1.7,4.8,320.0,0.035,0.024,0.3,0.006
23.7,27.9,21.0,66.3,0.5,3.8,7.6,230.0,0.041,0.014,0.3,0.006
23.7,29.3,20.4,64.5,0.0,4.0,6.9,230.0,0.05,0.015,0.4,0.006
23.3,28.3,19.2,62.6,0.0,3.0,7.0,270.0,0.033,0.02,0.3,0.006
24.1,29.9,18.2,55.8,0.0,2.2,4.9,230.0,0.041,0.026,0.3,0.006
24.2,29.6,20.1,57.4,0.0,2.3,4.9,270.0,0.042,0.019,0.3,0.007
25.3,32.5,20.2,54.3,0.0,2.2,5.3,270.0,0.026,0.031,0.3,0.006
25.6,29.7,21.4,52.1,0.0,2.0,4.4,180.0,0.031,0.034,0.3,0.006
23.4,26.3,20.7,69.8,0.5,4.0,6.2,70.0,0.03,0.018,0.2,0.005
26.5,31.8,22.1,61.3,0.0,2.9,4.9,90.0,0.029,0.017,0.2,0.005
29.2,34.3,23.6,60.9,0.0,1.9,3.4,160.0,0.03,0.029,0.3,0.005
30.4,36.0,25.7,60.3,0.0,2.1,4.8,270.0,0.028,0.037,0.3,0.006
24.8,28.0,24.0,94.1,29.0,4.0,5.8,70.0,0.01,0.012,0.2,0.005
23.1,24.9,21.4,90.8,10.0,5.2,8.0,230.0,0.028,0.012,0.3,0.005
26.1,31.4,22.5,72.4,0.0,3.5,6.4,230.0,0.047,0.022,0.4,0.006
27.9,33.9,22.7,58.8,0.0,2.9,7.1,70.0,0.036,0.025,0.4,0.006
24.7,28.9,20.6,51.3,0.0,5.0,6.7,70.0,0.024,0.015,0.2,0.005
23.6,28.6,18.4,49.8,0.0,3.6,5.8,70.0,0.022,0.02,0.2,0.005
24.3,27.8,22.3,63.5,0.5,2.2,4.6,230.0,0.025,0.025,0.2,0.005
25.1,29.8,21.3,77.4,5.0,1.8,3.6,50.0,0.025,0.026,0.3,0.005
27.5,31.2,24.4,71.4,0.0,2.4,3.6,140.0,0.011,0.029,0.3,0.005
27.0,29.6,24.6,81.6,11.0,1.6,3.4,270.0,0.015,0.027,0.3,0.005
27.7,31.7,25.3,76.9,1.0,1.8,4.8,270.0,0.015,0.037,0.3,0.006
26.9,32.1,24.9,81.0,16.0,2.1,6.2,200.0,0.018,0.03,0.3,0.007
24.7,25.4,22.6,96.9,26.5,2.0,5.8,230.0,0.012,0.024,0.2,0.005
25.0,26.4,24.4,95.1,80.0,3.2,6.4,230.0,0.016,0.014,0.2,0.005
26.0,30.0,23.5,85.5,40.5,2.6,5.2,200.0,0.012,0.013,0.1,0.005
26.2,30.0,24.4,86.0,1.5,2.3,4.5,290.0,0.009,0.019,0.2,0.005
27.7,31.2,24.6,74.4,0.0,2.7,5.4,270.0,0.023,0.018,0.2,0.006
26.7,28.8,24.8,82.9,4.0,2.6,5.7,200.0,0.028,0.021,0.3,0.005
28.6,33.1,25.5,76.4,0.0,3.5,7.0,230.0,0.045,0.017,0.3,0.005
27.9,32.4,26.2,74.3,0.0,2.7,6.3,230.0,0.038,0.019,0.3,0.005
28.2,31.6,26.0,72.8,0.0,3.1,6.4,230.0,0.038,0.013,0.3,0.005
26.5,29.2,24.1,84.3,16.5,2.7,7.3,250.0,0.034,0.01,0.2,0.005
27.9,31.5,25.6,71.5,0.0,3.8,7.2,250.0,0.021,0.011,0.2,0.006
27.5,30.8,25.4,73.3,0.0,4.5,7.8,200.0,0.021,0.011,0.2,0.005
28.6,32.7,25.9,67.0,0.1,3.7,7.8,230.0,0.031,0.016,0.2,0.005
29.3,34.4,24.5,64.5,0.0,2.0,4.3,270.0,0.023,0.02,0.3,0.006
28.9,34.4,26.0,71.3,11.0,1.4,4.4,360.0,0.028,0.042,0.5,0.005
26.6,33.0,24.3,79.1,7.5,2.1,8.1,290.0,0.021,0.032,0.4,0.005
26.7,31.0,23.3,74.4,0.0,2.1,4.9,290.0,0.023,0.015,0.2,0.005
27.0,32.0,23.9,72.1,0.0,2.3,4.9,270.0,0.022,0.022,0.3,0.006
26.8,30.6,24.5,73.6,0.0,2.1,5.9,200.0,0.031,0.029,0.6,0.006
27.3,32.9,22.1,67.5,0.0,2.0,4.8,340.0,0.04,0.023,0.5,0.006
26.5,31.1,23.9,68.6,0.0,1.9,5.4,270.0,0.025,0.029,0.5,0.006
26.9,32.5,22.7,66.4,0.0,2.4,5.0,270.0,0.036,0.026,0.5,0.006
27.1,30.8,23.1,70.4,0.1,1.9,4.1,290.0,0.048,0.021,0.6,0.006
25.8,31.2,20.7,74.9,29.0,2.0,4.7,70.0,0.038,0.027,0.6,0.006
26.6,32.9,19.8,61.5,0.0,2.2,4.1,70.0,0.029,0.026,0.4,0.006
27.9,32.2,24.1,59.9,0.0,2.5,4.4,270.0,0.026,0.02,0.3,0.007
21.4,27.6,15.5,46.4,0.0,3.1,5.1,70.0,0.027,0.022,0.3,0.002
21.9,29.2,15.9,52.1,0.0,2.4,5.1,270.0,0.024,0.029,0.4,0.002
22.3,29.0,17.0,58.3,0.0,2.4,5.4,270.0,0.022,0.031,0.5,0.003
22.1,28.3,17.9,69.0,0.0,2.0,4.6,270.0,0.033,0.028,0.6,0.004
22.6,29.4,16.5,62.1,0.0,1.5,4.0,250.0,0.021,0.046,0.7,0.003
23.9,31.0,18.0,48.4,0.0,1.8,3.6,250.0,0.029,0.05,0.6,0.003
22.0,26.1,19.0,57.9,0.0,1.7,3.2,70.0,0.016,0.056,0.6,0.004
23.4,30.6,17.5,56.4,0.0,1.9,4.3,70.0,0.022,0.047,0.6,0.003
23.4,29.8,19.0,56.5,0.0,2.5,4.9,270.0,0.033,0.038,0.5,0.004
22.4,28.0,17.9,54.5,0.0,1.8,4.3,290.0,0.03,0.03,0.6,0.003
21.9,29.8,14.2,39.4,0.0,1.9,4.2,270.0,0.023,0.03,0.5,0.002
21.4,28.3,15.5,39.6,0.0,1.6,4.8,340.0,0.026,0.028,0.5,0.003
22.1,28.2,15.9,36.6,0.0,2.3,4.8,70.0,0.027,0.019,0.4,0.002
21.3,26.2,19.4,45.3,0.0,2.6,4.6,70.0,0.022,0.025,0.3,0.002
16.3,19.7,10.7,77.5,35.0,3.6,8.2,290.0,0.016,0.025,0.4,0.002
16.5,21.5,8.6,53.5,0.0,3.7,8.6,250.0,0.026,0.019,0.3,0.003
19.2,24.5,13.3,49.4,0.0,3.8,6.5,270.0,0.038,0.017,0.4,0.004
16.6,22.4,11.2,38.9,0.0,1.8,4.1,270.0,0.022,0.026,0.4,0.003
18.0,25.6,11.0,49.4,0.0,1.9,4.9,250.0,0.015,0.044,0.5,0.004
18.7,26.3,12.1,57.5,0.0,1.9,5.0,290.0,0.016,0.047,0.6,0.004
19.6,25.7,14.1,67.5,0.0,1.4,3.5,320.0,0.014,0.048,0.6,0.003
20.1,26.4,15.7,61.1,0.0,2.3,5.2,270.0,0.023,0.037,0.6,0.004
16.2,20.5,12.8,43.8,0.0,3.7,6.0,270.0,0.024,0.018,0.4,0.004
12.8,17.2,10.4,70.9,3.5,2.2,5.3,200.0,0.021,0.025,0.4,0.004
10.8,14.4,8.1,72.6,3.5,2.4,6.1,230.0,0.015,0.021,0.4,0.003
12.3,17.9,8.2,56.5,0.0,2.7,7.1,250.0,0.013,0.023,0.4,0.003
15.0,21.3,7.8,66.4,0.0,2.5,6.7,270.0,0.016,0.04,0.6,0.005
17.1,24.5,10.9,64.6,0.0,1.6,3.7,270.0,0.013,0.057,0.8,0.005
17.9,26.1,12.1,62.1,0.0,1.8,4.2,250.0,0.017,0.071,1.0,0.007
17.5,24.2,13.2,71.0,0.0,1.8,4.0,290.0,0.019,0.064,0.9,0.006
18.7,26.6,12.4,64.8,0.0,1.7,4.3,270.0,0.019,0.06,0.8,0.005
17.9,24.2,12.4,65.1,0.0,1.3,3.8,250.0,0.026,0.051,0.9,0.005
18.1,23.9,13.6,67.4,0.0,2.0,4.0,290.0,0.021,0.053,0.9,0.005
18.8,25.1,15.4,69.5,0.0,1.6,4.1,270.0,0.019,0.051,0.8,0.006
17.9,22.7,13.9,72.5,0.0,1.6,3.8,290.0,0.02,0.051,0.9,0.006
17.5,23.1,14.5,64.8,0.0,2.2,4.3,70.0,0.014,0.046,0.7,0.004
17.5,21.4,15.2,69.1,0.0,2.4,4.9,200.0,0.018,0.036,0.5,0.004
16.9,22.0,13.2,64.4,10.5,2.5,4.9,290.0,0.021,0.03,0.5,0.003
16.3,22.8,12.1,51.0,0.0,2.1,4.2,50.0,0.018,0.036,0.5,0.003
15.0,18.7,12.0,66.8,2.0,2.4,4.6,230.0,0.011,0.043,0.5,0.003
12.1,15.9,7.7,69.3,26.5,3.2,6.7,270.0,0.021,0.023,0.4,0.003
9.9,15.8,5.6,49.0,0.0,2.5,5.9,270.0,0.019,0.028,0.4,0.004
8.4,14.7,3.2,50.4,0.5,2.4,7.1,250.0,0.017,0.03,0.4,0.004
5.4,10.4,1.7,41.8,0.0,2.6,6.8,270.0,0.017,0.023,0.4,0.003
5.7,12.3,1.1,42.5,0.0,2.1,5.2,320.0,0.014,0.034,0.5,0.004
7.0,12.6,1.3,48.4,0.0,1.6,3.4,270.0,0.005,0.052,0.7,0.004
10.8,15.2,6.1,60.5,0.0,1.6,5.2,270.0,0.013,0.049,0.7,0.005
11.8,18.7,6.6,67.6,0.0,1.4,3.5,250.0,0.016,0.064,1.0,0.007
12.2,19.8,5.8,62.0,0.0,1.6,3.0,270.0,0.015,0.075,1.0,0.008
13.2,19.2,8.6,63.9,0.0,1.7,4.5,270.0,0.015,0.073,1.0,0.006
13.5,19.2,9.6,63.9,4.5,4.7,7.7,70.0,0.023,0.037,0.6,0.003
10.5,11.7,9.3,91.5,24.5,6.0,7.3,70.0,0.024,0.022,0.4,0.002
11.1,11.8,10.3,90.6,10.5,5.2,7.5,70.0,0.025,0.02,0.4,0.002
10.8,12.1,9.8,87.6,3.5,2.1,3.9,290.0,0.013,0.027,0.5,0.003
10.0,13.5,7.7,80.0,0.0,1.8,4.0,290.0,0.008,0.041,0.7,0.003
11.6,17.7,6.6,72.4,0.0,1.6,4.1,70.0,0.004,0.053,0.9,0.004
14.5,21.0,10.2,63.5,0.0,2.8,4.5,70.0,0.014,0.034,0.5,0.003
11.5,13.1,10.5,83.8,22.5,4.0,5.9,70.0,0.01,0.037,0.5,0.002
12.8,14.2,11.0,97.3,3.5,1.4,3.9,70.0,0.007,0.038,0.5,0.003
13.4,17.2,10.6,84.5,0.0,1.8,3.9,270.0,0.01,0.034,0.5,0.004
12.2,14.0,10.7,85.1,5.5,2.8,5.1,70.0,0.003,0.044,0.7,0.004
13.9,19.3,11.0,69.6,0.0,1.8,4.6,290.0,0.012,0.034,0.6,0.003
10.4,12.6,8.4,70.6,5.5,5.1,7.2,70.0,0.016,0.026,0.4,0.002
8.9,10.8,6.7,72.8,0.0,2.6,5.2,70.0,0.009,0.031,0.5,0.002
9.8,14.4,7.1,72.6,0.0,1.5,4.5,320.0,0.008,0.038,0.7,0.004
9.2,15.4,5.0,55.9,0.0,1.8,4.6,290.0,0.007,0.047,0.9,0.004
10.2,15.7,5.9,66.5,3.5,2.4,5.9,70.0,0.008,0.035,0.7,0.004
8.5,11.0,6.5,80.9,6.5,3.3,5.7,70.0,0.012,0.028,0.4,0.002
5.6,8.8,2.7,69.5,0.5,3.1,5.7,70.0,0.012,0.027,0.5,0.003
2.4,5.3,0.9,86.8,11.0,2.7,5.5,70.0,0.014,0.026,0.5,0.002
-2.7,0.9,-4.8,63.8,0.0,3.7,6.2,290.0,0.021,0.019,0.5,0.003
-2.8,2.0,-7.3,59.1,0.0,2.6,5.8,290.0,0.018,0.026,0.5,0.003
0.1,2.6,-2.7,70.8,0.1,2.1,3.8,50.0,0.016,0.029,0.5,0.003
4.1,8.5,0.9,69.1,0.0,2.0,4.3,290.0,0.012,0.044,0.7,0.005
4.0,10.4,-1.3,57.8,0.0,1.9,3.8,70.0,0.004,0.061,1.2,0.004
6.0,8.5,2.9,71.4,13.5,3.2,7.0,290.0,0.009,0.041,0.9,0.004
-0.7,3.3,-3.2,79.3,7.1,4.1,8.0,320.0,0.016,0.02,0.5,0.003
-0.4,3.1,-4.4,63.9,0.0,2.8,5.3,320.0,0.013,0.03,0.5,0.003
3.4,7.2,0.6,51.4,0.0,3.1,6.7,290.0,0.013,0.036,0.6,0.004
1.3,7.8,-2.0,46.4,0.0,1.2,3.1,340.0,0.013,0.034,0.6,0.004
1.9,6.7,-3.4,51.1,0.0,1.8,4.3,290.0,0.004,0.05,0.9,0.004
2.9,9.6,-1.4,55.9,0.0,1.3,2.6,250.0,0.003,0.068,1.1,0.005
5.0,10.9,-0.8,57.4,0.0,2.3,3.8,70.0,0.003,0.076,1.4,0.005
7.8,9.2,5.8,74.8,0.3,2.3,3.9,110.0,0.002,0.052,1.0,0.005
6.4,12.2,3.3,56.5,0.0,3.4,6.6,70.0,0.014,0.033,0.7,0.004
5.2,11.0,1.1,50.1,0.0,2.6,6.4,70.0,0.014,0.037,0.5,0.003
5.2,12.2,0.9,50.5,0.0,1.4,3.3,20.0,0.007,0.049,0.9,0.004
5.0,6.4,2.6,75.6,2.5,2.2,3.8,50.0,0.002,0.053,1.0,0.004
4.7,8.2,2.0,69.8,0.1,2.8,6.3,290.0,0.013,0.031,0.7,0.004
-1.0,2.8,-5.0,50.9,0.0,3.9,6.6,360.0,0.019,0.019,0.4,0.004
-4.6,-0.4,-7.4,43.4,0.0,2.7,5.3,340.0,0.015,0.02,0.4,0.003
-3.3,-1.0,-7.0,61.9,0.0,2.2,4.0,110.0,0.003,0.048,1.0,0.004
-0.1,6.8,-4.6,66.3,0.0,1.7,3.0,90.0,0.003,0.054,1.1,0.005
1.5,6.0,-3.4,56.9,0.0,1.5,2.9,90.0,0.004,0.054,1.0,0.005
2.2,5.0,-0.2,76.0,2.0,2.5,4.4,110.0,0.003,0.049,0.9,0.005
5.9,10.6,2.9,59.6,0.4,2.1,4.2,50.0,0.006,0.051,1.0,0.005
1.5,5.3,-1.6,67.5,0.0,2.3,4.8,290.0,0.012,0.041,0.9,0.007
-0.8,3.7,-4.9,46.3,0.0,2.0,4.2,270.0,0.016,0.029,0.5,0.004
0.9,4.7,-3.2,73.3,0.7,2.4,5.2,360.0,0.012,0.034,0.8,0.006
-5.7,-1.0,-8.9,39.0,0.0,2.9,5.2,20.0,0.019,0.02,0.5,0.003
-5.7,-1.0,-9.5,38.4,0.0,2.3,5.5,70.0,0.013,0.031,0.5,0.004
-3.2,2.9,-8.7,47.6,0.0,1.4,3.2,110.0,0.003,0.053,1.1,0.005
2.0,5.3,-2.5,54.4,0.0,3.1,5.1,50.0,0.021,0.029,0.7,0.005
-2.7,1.5,-4.8,39.4,0.0,2.3,4.6,360.0,0.015,0.027,0.5,0.005
-1.7,1.7,-4.9,54.3,0.0,1.8,3.8,320.0,0.008,0.041,0.7,0.006
-3.4,1.4,-5.9,51.8,0.0,2.5,5.2,340.0,0.013,0.029,0.6,0.005
-3.3,1.0,-6.9,49.8,0.0,2.0,5.9,50.0,0.013,0.031,0.6,0.005
-2.1,2.4,-6.2,57.1,0.0,2.1,5.3,50.0,0.014,0.031,0.6,0.005
0.3,3.8,-2.7,42.3,0.0,2.6,5.1,70.0,0.017,0.03,0.6,0.005
-3.8,0.9,-6.5,38.3,0.0,2.8,5.0,20.0,0.016,0.029,0.6,0.005
-5.2,0.7,-9.1,46.0,0.0,2.5,5.1,360.0,0.013,0.033,0.6,0.005
-4.5,0.1,-8.2,63.0,0.4,2.0,4.9,320.0,0.015,0.031,0.6,0.004
-3.4,1.3,-8.4,52.1,0.0,1.7,4.7,230.0,0.012,0.035,0.6,0.005
-0.4,5.3,-4.3,52.3,0.0,1.8,3.4,140.0,0.006,0.049,0.8,0.005
-0.2,2.8,-2.1,68.0,0.1,2.9,4.2,90.0,0.003,0.052,0.9,0.005
1.7,5.4,-0.7,64.0,0.0,2.4,4.0,90.0,0.007,0.047,0.9,0.004
-6.3,0.4,-12.3,59.8,0.2,4.8,8.5,340.0,0.02,0.023,0.6,0.004
-12.8,-8.9,-15.1,45.9,0.0,5.4,9.0,340.0,0.021,0.018,0.4,0.003
-10.5,-5.2,-14.5,43.6,0.0,1.8,3.7,320.0,0.015,0.03,0.5,0.004
-7.1,-2.3,-10.2,44.3,0.0,1.8,4.0,290.0,0.012,0.037,0.7,0.004
-7.6,-3.8,-11.1,40.5,0.0,2.6,5.3,340.0,0.015,0.033,0.6,0.004
-11.5,-8.3,-16.0,42.0,0.0,4.0,7.5,340.0,0.024,0.017,0.4,0.004
-14.4,-10.5,-18.0,48.5,0.0,3.2,5.4,340.0,0.022,0.018,0.5,0.004
-9.4,-3.4,-14.3,47.1,0.0,1.9,4.1,360.0,0.013,0.034,0.6,0.004
-3.3,1.7,-8.5,64.5,0.3,2.3,5.4,290.0,0.006,0.056,1.0,0.007
-1.1,4.3,-4.7,56.3,0.0,2.0,4.5,320.0,0.013,0.048,0.9,0.006
-0.5,3.5,-5.6,51.5,0.0,1.6,3.4,110.0,0.004,0.064,1.1,0.005
1.9,5.4,-1.4,43.6,0.0,2.3,4.4,90.0,0.004,0.055,0.9,0.006
0.6,5.2,-2.5,59.5,0.0,2.0,4.0,340.0,0.008,0.046,0.8,0.005
-3.9,0.3,-6.5,34.0,0.0,3.2,4.9,340.0,0.024,0.023,0.5,0.004
-6.0,-1.0,-9.1,36.0,0.0,3.0,5.0,360.0,0.02,0.027,0.5,0.004
-5.3,0.9,-10.0,41.8,0.0,2.2,4.4,290.0,0.016,0.039,0.6,0.005
-2.4,4.0,-8.3,49.6,0.0,1.9,4.8,320.0,0.01,0.06,0.9,0.006
-0.7,3.9,-4.0,50.1,0.0,2.4,6.1,340.0,0.014,0.047,0.9,0.007
-2.2,3.4,-6.8,39.4,0.0,2.5,5.4,340.0,0.016,0.039,0.6,0.006
-3.1,2.0,-6.2,38.6,0.0,2.9,4.9,340.0,0.022,0.027,0.6,0.006
-2.9,3.5,-8.3,46.5,0.0,2.0,4.3,340.0,0.019,0.031,0.6,0.005
1.3,5.5,-4.3,62.1,0.0,3.1,7.4,290.0,0.027,0.029,0.7,0.007
0.3,5.5,-3.9,52.5,0.0,3.0,6.3,340.0,0.026,0.023,0.5,0.007
2.7,10.7,-4.3,38.5,0.0,1.6,3.3,110.0,0.008,0.057,0.9,0.006
8.1,13.5,1.6,29.3,0.1,3.5,5.2,110.0,0.006,0.056,0.8,0.006
8.4,10.0,6.8,95.3,18.0,3.2,6.2,90.0,0.009,0.047,0.8,0.004
11.0,14.4,5.8,95.0,21.0,3.3,6.9,270.0,0.005,0.037,0.7,0.005
-2.6,5.8,-6.8,73.1,2.5,4.6,6.5,290.0,0.023,0.014,0.4,0.004
-5.8,-2.3,-10.0,48.4,0.0,4.0,6.2,360.0,0.025,0.019,0.4,0.003
-2.7,1.1,-6.7,65.6,0.8,2.7,5.9,340.0,0.018,0.028,0.5,0.004
0.0,5.4,-5.2,53.9,0.0,2.3,5.7,270.0,0.015,0.036,0.6,0.005
3.5,7.8,-1.4,66.4,0.0,3.2,7.6,250.0,0.022,0.033,0.6,0.006
2.3,4.4,0.1,56.4,0.0,1.7,4.1,320.0,0.005,0.049,1.0,0.006
1.3,6.3,-2.5,37.1,0.0,2.9,6.3,340.0,0.016,0.035,0.6,0.004
-0.6,4.4,-4.2,36.4,0.0,2.9,6.1,320.0,0.026,0.022,0.5,0.004
1.1,4.2,-2.2,36.6,0.0,1.9,4.0,320.0,0.012,0.041,0.6,0.004
0.7,4.5,-4.5,56.0,0.9,3.2,7.4,360.0,0.02,0.028,0.5,0.004
-3.0,2.2,-6.8,42.0,0.0,2.9,5.1,360.0,0.021,0.028,0.5,0.004
-0.2,5.7,-5.8,49.9,0.0,2.7,6.9,270.0,0.02,0.036,0.6,0.006
2.2,7.5,-3.2,41.3,0.0,2.2,4.8,290.0,0.024,0.036,0.6,0.006
3.3,8.1,0.5,57.6,0.2,2.0,4.6,320.0,0.019,0.041,0.7,0.006
0.7,6.9,-2.6,65.5,4.1,2.1,5.3,50.0,0.015,0.044,0.7,0.004
-3.8,-1.1,-5.9,48.6,0.0,4.0,6.1,340.0,0.027,0.023,0.5,0.004
-2.7,2.1,-7.5,47.3,0.0,2.5,5.2,320.0,0.028,0.024,0.4,0.004
3.1,8.1,-2.2,67.9,0.0,2.9,7.1,270.0,0.024,0.031,0.5,0.005
8.1,13.9,4.4,65.1,0.0,1.9,4.0,160.0,0.021,0.042,0.5,0.005
13.2,20.3,6.4,55.3,0.1,2.7,4.3,110.0,0.012,0.054,0.6,0.006
11.3,13.5,9.1,91.3,40.0,2.6,6.0,340.0,0.012,0.032,0.5,0.005
7.9,12.9,4.3,51.0,0.2,2.8,5.6,340.0,0.024,0.024,0.5,0.005
8.1,12.2,4.8,36.9,0.0,2.0,3.6,110.0,0.004,0.056,0.7,0.005
2.7,7.0,-1.4,40.4,0.0,3.1,6.1,340.0,0.026,0.023,0.5,0.004
0.3,5.3,-2.7,37.5,0.0,3.5,5.7,340.0,0.027,0.018,0.4,0.004
-1.1,3.1,-4.3,37.8,0.0,3.2,6.5,340.0,0.028,0.019,0.4,0.004
-0.5,4.6,-5.5,43.8,0.0,2.6,5.5,340.0,0.029,0.024,0.5,0.004
2.0,6.4,-3.3,55.6,0.0,2.5,5.6,250.0,0.027,0.029,0.5,0.005
3.7,6.5,1.9,68.1,0.1,1.6,3.6,320.0,0.029,0.035,0.6,0.006
4.7,9.6,1.3,57.0,0.0,2.6,4.9,340.0,0.03,0.033,0.6,0.004
5.2,12.4,-1.0,43.4,0.0,2.2,5.0,290.0,0.021,0.048,0.6,0.006
7.5,13.8,2.7,45.1,0.0,2.0,5.0,340.0,0.022,0.053,0.6,0.008
9.3,14.7,2.0,40.9,0.0,1.4,3.2,320.0,0.006,0.085,1.0,0.008
13.4,20.1,8.8,50.0,0.0,2.4,5.0,360.0,0.018,0.065,0.9,0.008
11.4,18.1,6.6,58.3,0.0,2.5,4.8,340.0,0.027,0.037,0.6,0.006
10.6,17.5,4.9,54.0,0.0,2.2,4.6,320.0,0.024,0.042,0.7,0.009
9.9,16.1,5.5,54.1,0.0,2.2,5.4,320.0,0.02,0.053,0.8,0.008
8.0,13.8,3.5,58.1,0.0,2.5,5.0,320.0,0.032,0.036,0.6,0.006
8.2,13.8,3.8,49.6,0.0,2.9,5.9,340.0,0.033,0.029,0.5,0.005
7.2,12.7,1.6,36.5,0.0,2.4,5.4,320.0,0.029,0.027,0.5,0.004
7.1,12.6,2.1,43.9,0.0,2.2,4.4,250.0,0.024,0.042,0.6,0.006
6.5,12.6,2.1,54.5,0.0,2.2,4.7,320.0,0.031,0.037,0.5,0.005
7.2,13.1,2.2,55.6,0.0,2.6,6.4,320.0,0.039,0.032,0.6,0.006
9.8,17.4,2.3,47.8,0.0,2.0,4.4,270.0,0.041,0.041,0.6,0.008
11.3,17.1,7.6,57.8,0.1,3.2,6.6,250.0,0.057,0.027,0.6,0.007
11.5,18.3,7.0,49.9,0.0,2.2,4.9,290.0,0.034,0.039,0.6,0.007
13.5,21.4,6.0,27.0,0.0,2.1,4.0,320.0,0.015,0.066,0.8,0.007
15.3,23.8,7.3,26.0,0.0,2.0,5.3,340.0,0.022,0.071,0.8,0.009
